rank,resume_id,category,composite_score,status,est_years_exp,tfidf_score,skill_match_pct,category_pct,exp_score,edu_score,total_skills,matched_skills,missing_skills,bonus_skills,snippet
129,1195,Accountant,28.85, Not Recommended,9,3.16,6.52,37.5,100.0,100.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Alice Johnson | alice.j@email.com Certified Accountant (CPA) — 9 years EXPERIENCE: Senior Accountant — Spotify • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • A..."
130,1129,DevOps Engineer,28.68, Not Recommended,5,6.35,19.57,37.5,62.5,85.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Emma Wilson | emma.w@email.com DevOps / Cloud Engineer — 5 years EXPERIENCE: Senior DevOps Engineer — Palantir • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Ku..."
131,1133,DevOps Engineer,28.44, Not Recommended,5,6.35,19.57,37.5,62.5,82.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Iris Davis | iris.d@email.com DevOps / Cloud Engineer — 5 years EXPERIENCE: Senior DevOps Engineer — Netflix • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kube..."
132,1071,Web Designing,28.31, Not Recommended,4,6.7,15.22,62.5,50.0,70.0,30,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'databricks', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Bob Martinez | bob.m@email.com Full Stack Developer — 4 years EXPERIENCE: Senior Developer — Databricks • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SAS..."
133,1090,Java Developer,27.91, Not Recommended,2,7.76,21.74,62.5,25.0,70.0,20,"['agile', 'aws', 'docker', 'kafka', 'kubernetes', 'mongodb', 'postgresql', 'python', 'scrum', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ci/cd', 'git', 'java', 'jenkins', 'microservices', 'mysql', 'oracle', 'redis', 'rest api', 'spring']","Peter Jackson | peter.j@email.com Java Software Engineer — 2 years EXPERIENCE: Senior Java Developer — Airbnb • Enterprise apps: Java, Spring Boot, Hibernate, Maven; REST API, micr..."
134,1201,Business Analyst,27.88, Not Recommended,5,6.24,17.39,37.5,62.5,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Bob Martinez | bob.m@email.com Business Analyst — 5 years EXPERIENCE: Senior Business Analyst — Airbnb • Requirements gathering via stakeholder interviews; user stories, BRDs • Das..."
135,1215,Business Analyst,27.87, Not Recommended,5,6.2,17.39,37.5,62.5,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Peter Jackson | peter.j@email.com Business Analyst — 5 years EXPERIENCE: Senior Business Analyst — Spotify • Requirements gathering via stakeholder interviews; user stories, BRDs •..."
136,1212,Business Analyst,27.87, Not Recommended,5,6.2,17.39,37.5,62.5,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Maya Singh | maya.s@email.com Business Analyst — 5 years EXPERIENCE: Senior Business Analyst — Adobe • Requirements gathering via stakeholder interviews; user stories, BRDs • Dashb..."
137,1199,Accountant,27.66, Not Recommended,8,3.17,6.52,37.5,100.0,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Emma Wilson | emma.w@email.com Certified Accountant (CPA) — 8 years EXPERIENCE: Senior Accountant — Airbnb • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP..."
138,1197,Accountant,27.66, Not Recommended,8,3.17,6.52,37.5,100.0,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Carol White | carol.w@email.com Certified Accountant (CPA) — 8 years EXPERIENCE: Senior Accountant — Nvidia • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/A..."
139,1184,Accountant,27.65, Not Recommended,10,3.14,6.52,37.5,100.0,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","James Garcia | james.g@email.com Certified Accountant (CPA) — 10 years EXPERIENCE: Senior Accountant — Amazon • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR..."
140,1192,Accountant,27.65, Not Recommended,8,3.16,6.52,37.5,100.0,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Rachel Lopez | rachel.l@email.com Certified Accountant (CPA) — 8 years EXPERIENCE: Senior Accountant — Apple • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/..."
141,1054,Web Designing,27.64, Not Recommended,4,6.7,15.22,50.0,50.0,85.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Emma Wilson | emma.w@email.com Full Stack Developer — 4 years EXPERIENCE: Senior Developer — Apple • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS • B..."
142,1069,Web Designing,27.64, Not Recommended,4,6.7,15.22,50.0,50.0,85.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Tina Hall | tina.h@email.com Full Stack Developer — 4 years EXPERIENCE: Senior Developer — Amazon • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS • Ba..."
143,1066,Web Designing,27.63, Not Recommended,4,6.67,15.22,50.0,50.0,85.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Quinn Harris | quinn.h@email.com Full Stack Developer — 4 years EXPERIENCE: Senior Developer — Salesforce • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, S..."
144,1130,DevOps Engineer,27.49, Not Recommended,5,6.38,19.57,37.5,62.5,70.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Frank Chen | frank.c@email.com DevOps / Cloud Engineer — 5 years EXPERIENCE: Senior DevOps Engineer — Meta • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kubern..."
145,1127,DevOps Engineer,27.49, Not Recommended,5,6.38,19.57,37.5,62.5,70.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Carol White | carol.w@email.com DevOps / Cloud Engineer — 5 years EXPERIENCE: Senior DevOps Engineer — OpenAI • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kub..."
146,1175,Accountant,27.41, Not Recommended,10,3.14,6.52,37.5,100.0,82.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Alice Johnson | alice.j@email.com Certified Accountant (CPA) — 10 years EXPERIENCE: Senior Accountant — OpenAI • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • A..."
147,1178,Accountant,27.41, Not Recommended,8,3.16,6.52,37.5,100.0,82.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","David Kim | david.k@email.com Certified Accountant (CPA) — 8 years EXPERIENCE: Senior Accountant — Netflix • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP..."
148,1196,Accountant,27.41, Not Recommended,8,3.16,6.52,37.5,100.0,82.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Bob Martinez | bob.m@email.com Certified Accountant (CPA) — 8 years EXPERIENCE: Senior Accountant — Netflix • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/A..."
149,1098,Java Developer,27.36, Not Recommended,1,7.72,21.74,62.5,12.5,82.0,21,"['agile', 'aws', 'docker', 'kafka', 'kubernetes', 'mongodb', 'postgresql', 'python', 'scrum', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ci/cd', 'databricks', 'git', 'java', 'jenkins', 'microservices', 'mysql', 'oracle', 'redis', 'rest api', 'spring']","David Kim | david.k@email.com Java Software Engineer — 1 years EXPERIENCE: Senior Java Developer — Databricks • Enterprise apps: Java, Spring Boot, Hibernate, Maven; REST API, micr..."
150,1055,Web Designing,27.33, Not Recommended,3,6.67,15.22,50.0,37.5,100.0,30,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'snowflake', 'spring', 'typescript', 'vue']","Frank Chen | frank.c@email.com Full Stack Developer — 3 years EXPERIENCE: Senior Developer — Snowflake • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS..."
151,1142,DevOps Engineer,27.19, Not Recommended,4,6.38,19.57,37.5,50.0,85.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Rachel Lopez | rachel.l@email.com DevOps / Cloud Engineer — 4 years EXPERIENCE: Senior DevOps Engineer — Microsoft • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation..."
152,1150,HR,27.14, Not Recommended,8,1.45,6.52,37.5,100.0,85.0,6,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle', 'problem solving']","Alice Johnson | alice.j@email.com Human Resources Manager — 8 years EXPERIENCE: HR Manager — Oracle • Full-cycle recruitment, employee relations, performance management • HRIS: Wor..."
153,1234,Network Security Engineer,26.66, Not Recommended,8,3.56,8.7,25.0,100.0,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","James Garcia | james.g@email.com Network Security Engineer — 8 years EXPERIENCE: Senior Security Engineer — Stripe • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS..."
154,1247,Network Security Engineer,26.66, Not Recommended,8,3.54,8.7,25.0,100.0,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Carol White | carol.w@email.com Network Security Engineer — 8 years EXPERIENCE: Senior Security Engineer — Microsoft • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/I..."
155,1243,Network Security Engineer,26.66, Not Recommended,10,3.54,8.7,25.0,100.0,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Sam Walker | sam.w@email.com Network Security Engineer — 10 years EXPERIENCE: Senior Security Engineer — Meta • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS syst..."
156,1190,Accountant,26.46, Not Recommended,9,3.17,6.52,37.5,100.0,70.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Peter Jackson | peter.j@email.com Certified Accountant (CPA) — 9 years EXPERIENCE: Senior Accountant — Nvidia • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR..."
157,1191,Accountant,26.46, Not Recommended,9,3.17,6.52,37.5,100.0,70.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Quinn Harris | quinn.h@email.com Certified Accountant (CPA) — 9 years EXPERIENCE: Senior Accountant — Airbnb • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/..."
